,ds,cnp_fi,cnp_fi_pred,day,hour,diff
118,2021-12-09 22:00:00,12.54,13.097330093383789,9,22,0.5573300933837899
119,2021-12-09 23:00:00,12.12,12.741576194763184,9,23,0.6215761947631844
120,2021-12-10 00:00:00,11.87,11.934832572937012,10,0,0.0648325729370125
121,2021-12-10 01:00:00,11.69,11.849015235900879,10,1,0.1590152359008794
122,2021-12-10 02:00:00,11.64,11.820297241210938,10,2,0.18029724121093693
123,2021-12-10 03:00:00,11.75,11.93026351928711,10,3,0.18026351928710938
124,2021-12-10 04:00:00,12.1,12.175446510314941,10,4,0.07544651031494176
125,2021-12-10 05:00:00,12.84,12.531661033630371,10,5,0.30833896636962876
126,2021-12-10 06:00:00,13.17,12.786087989807129,10,6,0.383912010192871
127,2021-12-10 07:00:00,13.35,13.084989547729492,10,7,0.26501045227050746
128,2021-12-10 08:00:00,13.19,13.197530746459961,10,8,0.007530746459961435
129,2021-12-10 09:00:00,13.01,13.200315475463867,10,9,0.1903154754638674
130,2021-12-10 10:00:00,13.04,13.15007209777832,10,10,0.11007209777832117
131,2021-12-10 11:00:00,12.97,13.033028602600098,10,11,0.06302860260009702
132,2021-12-10 12:00:00,12.94,12.942412376403809,10,12,0.002412376403809091
133,2021-12-10 13:00:00,12.94,13.004459381103516,10,13,0.06445938110351612
134,2021-12-10 14:00:00,13.03,13.018068313598633,10,14,0.011931686401366548
135,2021-12-10 15:00:00,13.05,13.116990089416504,10,15,0.0669900894165032
136,2021-12-10 16:00:00,13.0,13.126628875732422,10,16,0.12662887573242188
137,2021-12-10 17:00:00,12.9,13.1445894241333,10,17,0.24458942413330043
138,2021-12-10 18:00:00,12.79,13.051483154296875,10,18,0.26148315429687585
139,2021-12-10 19:00:00,12.56,12.906818389892578,10,19,0.3468183898925776
140,2021-12-10 20:00:00,12.15,12.666342735290527,10,20,0.516342735290527
141,2021-12-10 21:00:00,12.21,12.455543518066406,10,21,0.2455435180664054
142,2021-12-10 22:00:00,11.95,12.23072624206543,10,22,0.2807262420654304
143,2021-12-10 23:00:00,11.45,11.950709342956543,10,23,0.5007093429565437
144,2021-12-11 00:00:00,11.07,11.258423805236816,11,0,0.18842380523681612
145,2021-12-11 01:00:00,10.88,11.133184432983398,11,1,0.25318443298339766
146,2021-12-11 02:00:00,10.76,11.083711624145508,11,2,0.323711624145508
147,2021-12-11 03:00:00,10.72,11.150344848632812,11,3,0.43034484863281186
148,2021-12-11 04:00:00,10.85,11.229262351989746,11,4,0.37926235198974645
149,2021-12-11 05:00:00,11.07,11.41244125366211,11,5,0.3424412536621091
150,2021-12-11 06:00:00,11.14,11.49517822265625,11,6,0.35517822265624943
151,2021-12-11 07:00:00,11.44,11.683744430541992,11,7,0.24374443054199268
152,2021-12-11 08:00:00,11.47,11.774752616882324,11,8,0.3047526168823236
153,2021-12-11 09:00:00,11.43,11.799880027770996,11,9,0.3698800277709964
154,2021-12-11 10:00:00,11.53,11.838251113891602,11,10,0.3082511138916022
155,2021-12-11 11:00:00,11.56,11.729244232177734,11,11,0.16924423217773388
156,2021-12-11 12:00:00,11.55,11.687082290649414,11,12,0.13708229064941335
157,2021-12-11 13:00:00,11.58,11.731283187866211,11,13,0.15128318786621087
